Reservation Number,Third Party Confirmation Number,Room Number,Accommodation Total,Amount Paid,Check in Date,Check out Date,Nights,Room Type,Grand Total,Deposit,Balance Due,Reservation Date,Source,Status,_internal_row_id,Revenue,Name,Property,Listing Name
9173865560264,,633306-4,1244,1392.84,2025-05-02,2025-05-04,2,Greenhouse,1392.84,1392.84,0,2025-03-22,Website/Booking Engine,checked_out,9173865560264-633306-4,1314, , ,Greenhouse
5744844379123,,633306-3,1244,1392.84,2025-05-02,2025-05-04,2,Greenhouse,1392.84,1392.84,0,2025-03-22,Website/Booking Engine,checked_out,5744844379123-633306-3,1314, , ,Greenhouse
5188524219961,,633306-2,1086,1225.36,2025-04-12,2025-04-14,2,Greenhouse,1225.36,1225.36,0,2025-03-22,Website/Booking Engine,checked_out,5188524219961-633306-2,1156, , ,Greenhouse
5482299124239,,633308-0,1178,1421.88,2025-04-04,2025-04-06,2,Greenhouse Pet,1421.88,1421.88,0,2025-03-22,Website/Booking Engine,checked_out,5482299124239-633308-0,1248, , ,Greenhouse Pet
8723028201682,,633307-0,1100,1240.2,2025-03-28,2025-03-30,2,Greenhouse ADA,1240.2,1240.2,0,2025-03-22,Website/Booking Engine,checked_out,8723028201682-633307-0,1170, , ,Greenhouse ADA
1194225541016,,633308-4,172,318.42,2025-03-23,2025-03-24,1,Greenhouse Pet,318.42,318.42,0,2025-03-22,Website/Booking Engine,checked_out,1194225541016-633308-4,207, , ,Greenhouse Pet
8941833984780,HM95PM5DTC,633308-2,238,0,2025-03-23,2025-03-24,1,Greenhouse Pet,252.28,0,252.28,2025-03-22,Airbnb (API),checked_out,8941833984780-633308-2,273, , ,Greenhouse Pet
7582632409303,HMCYAPZD9B,633308-1,250,0,2025-03-23,2025-03-24,1,Greenhouse Pet,265,0,265,2025-03-22,Airbnb (API),checked_out,7582632409303-633308-1,285, , ,Greenhouse Pet
5774631614956,,633306-4,510,614.8,2025-06-02,2025-06-04,2,Greenhouse,614.8,614.8,125,2025-03-23,Website/Booking Engine,checked_out,5774631614956-633306-4,580, , ,Greenhouse
9024490401496,,633306-3,510,614.8,2025-06-02,2025-06-04,2,Greenhouse,614.8,614.8,0,2025-03-23,Website/Booking Engine,checked_out,9024490401496-633306-3,580, , ,Greenhouse
9029161246489,,633308-3,1620,1890.4,2025-05-23,2025-05-25,2,Greenhouse Pet,1890.4,1890.4,0,2025-03-23,Website/Booking Engine,checked_out,9029161246489-633308-3,1690, , ,Greenhouse Pet
9662501584546,4585378694,633306-0,1103.45,1243.86,2025-04-27,2025-04-29,2,Greenhouse,1243.86,1243.86,0,2025-03-23,Booking.com (Channel Collect Booking),checked_out,9662501584546-633306-0,1173.45, , ,Greenhouse
4194113514262,2161019288,633306-4,994.42,0,2025-04-04,2025-04-06,2,Greenhouse,1054.08,1054.08,1054.08,2025-03-23,Expedia (Channel Collect Booking),checked_out,4194113514262-633306-4,1064.42, , ,Greenhouse
3104120806053,,633308-3,502,705.32,2025-03-31,2025-04-02,2,Greenhouse Pet,705.32,705.32,0,2025-03-23,Website/Booking Engine,checked_out,3104120806053-633308-3,572, , ,Greenhouse Pet
3674037182801,,633306-3,212,261.82,2025-03-31,2025-04-01,1,Greenhouse,261.82,261.82,0,2025-03-23,Website/Booking Engine,checked_out,3674037182801-633306-3,247, , ,Greenhouse
1959947069076,HMPZZNRZRW,633311-0,1281,0,2025-03-28,2025-03-30,2,Spyglass ADA,1357.86,0,1357.86,2025-03-23,Airbnb (API),checked_out,1959947069076-633311-0,1351, , ,Spyglass ADA
4288005178859,,633308-4,1595,1901,2025-03-28,2025-03-31,3,Greenhouse Pet,1901,1901,0,2025-03-23,Website/Booking Engine,checked_out,4288005178859-633308-4,1700, , ,Greenhouse Pet
5252388261902,,633310-0,334,391.14,2025-03-26,2025-03-27,1,Spyglass,391.14,391.14,100,2025-03-23,Website/Booking Engine,checked_out,5252388261902-633310-0,369, , ,Spyglass
9337433515536,,633308-5,172,219.42,2025-03-23,2025-03-24,1,Greenhouse Pet,219.42,219.42,0,2025-03-23,Website/Booking Engine,checked_out,9337433515536-633308-5,207, , ,Greenhouse Pet
6997397615288,,633306-0,1814,1997.04,2025-07-11,2025-07-13,2,Greenhouse,1997.04,1997.04,0,2025-03-24,Website/Booking Engine,checked_out,6997397615288-633306-0,1884, , ,Greenhouse
7905739382881,2161713750,633312-5,1504.79,0,2025-05-01,2025-05-03,2,Spyglass Pet,1595.08,1595.08,1595.08,2025-03-24,Expedia (Channel Collect Booking),checked_out,7905739382881-633312-5,1574.79, , ,Spyglass Pet
6309655155114,,633310-0,738,856.48,2025-04-14,2025-04-16,2,Spyglass,856.48,856.48,0,2025-03-24,Website/Booking Engine,checked_out,6309655155114-633310-0,808, , ,Spyglass
1856570670029,,633308-1,2157,2608.02,2025-03-30,2025-04-05,6,Greenhouse Pet,2608.02,2608.02,0,2025-03-24,Website/Booking Engine,checked_out,1856570670029-633308-1,2367, , ,Greenhouse Pet
7287375288731,,633306-5,923,1052.58,2025-04-03,2025-04-05,2,Greenhouse,1052.58,1052.58,0,2025-03-24,Website/Booking Engine,checked_out,7287375288731-633306-5,993, , ,Greenhouse
8280230983816,2161995213,633310-0,1462.5,0,2025-04-04,2025-04-06,2,Spyglass,1550.26,1550.26,1550.26,2025-03-24,Expedia (Channel Collect Booking),checked_out,8280230983816-633310-0,1532.5, , ,Spyglass
4777812010911,,633306-3,254,306.34,2025-03-30,2025-03-31,1,Greenhouse,306.34,306.34,0,2025-03-24,Website/Booking Engine,checked_out,4777812010911-633306-3,289, , ,Greenhouse
5042769590327,,633306-2,199,248.04,2025-03-25,2025-03-26,1,Greenhouse,248.04,248.04,0,2025-03-24,Website/Booking Engine,checked_out,5042769590327-633306-2,234, , ,Greenhouse
3963696978080,,633306-0,588,697.48,2025-07-29,2025-07-31,2,Greenhouse,697.48,697.48,0,2025-03-25,Website/Booking Engine,checked_out,3963696978080-633306-0,658, , ,Greenhouse
8835901037015,2162369795,633306-0,1289.54,0,2025-06-06,2025-06-08,2,Greenhouse,1366.92,1366.92,1366.92,2025-03-25,Expedia (Channel Collect Booking),checked_out,8835901037015-633306-0,1359.54, , ,Greenhouse
9158925571635,,633306-2,554,661.44,2025-04-14,2025-04-16,2,Greenhouse,661.44,661.44,0,2025-03-25,Website/Booking Engine,checked_out,9158925571635-633306-2,624, , ,Greenhouse
6194887760345,,633306-1,212,261.82,2025-04-07,2025-04-08,1,Greenhouse,261.82,261.82,0,2025-03-25,Website/Booking Engine,checked_out,6194887760345-633306-1,247, , ,Greenhouse
4595738458324,,633310-1,1556,1723.56,2025-04-04,2025-04-06,2,Spyglass,1723.56,1723.56,0,2025-03-25,Website/Booking Engine,checked_out,4595738458324-633310-1,1626, , ,Spyglass
7806809314271,4745472437,633308-2,2456.3,2714.97,2025-04-03,2025-04-06,3,Greenhouse Pet,2714.97,2714.97,0,2025-03-25,Booking.com (Channel Collect Booking),checked_out,7806809314271-633308-2,2561.3, , ,Greenhouse Pet
6037689552599,,633310-1,538,644.48,2025-04-01,2025-04-03,2,Spyglass,644.48,644.48,0,2025-03-25,Website/Booking Engine,checked_out,6037689552599-633310-1,608, , ,Spyglass
5438932001262,HM2KP5J9RH,633312-0,276,0,2025-03-26,2025-03-27,1,Spyglass Pet,292.56,0,292.56,2025-03-25,Airbnb (API),checked_out,5438932001262-633312-0,311, , ,Spyglass Pet
7797655045343,HMP5S4QSAD,633310-0,276,0,2025-03-25,2025-03-26,1,Spyglass,292.56,0,292.56,2025-03-25,Airbnb (API),checked_out,7797655045343-633310-0,311, , ,Spyglass
7915579581033,,633306-1,1372,1528.52,2025-06-06,2025-06-08,2,Greenhouse,1528.52,1528.52,0,2025-03-26,Website/Booking Engine,checked_out,7915579581033-633306-1,1442, , ,Greenhouse
2350641260547,,633306-1,900,1065.3,2025-06-03,2025-06-06,3,Greenhouse,1065.3,1065.3,0,2025-03-26,Website/Booking Engine,checked_out,2350641260547-633306-1,1005, , ,Greenhouse
9289202602003,HMYZPXCH88,633310-0,1140,0,2025-05-31,2025-06-02,2,Spyglass,1208.4,0,1208.4,2025-03-26,Airbnb (API),checked_out,9289202602003-633310-0,1210, , ,Spyglass
2155963354591,,633306-4,765,922.2,2025-05-19,2025-05-22,3,Greenhouse,922.2,922.2,0,2025-03-26,Website/Booking Engine,checked_out,2155963354591-633306-4,870, , ,Greenhouse
2462980802483,4728762836,633306-2,1803.8,1986.22,2025-05-16,2025-05-18,2,Greenhouse,1986.22,1986.22,0,2025-03-26,Booking.com (Channel Collect Booking),checked_out,2462980802483-633306-2,1873.8, , ,Greenhouse
7422451572642,,633306-2,1708,1921.78,2025-04-24,2025-04-27,3,Greenhouse,1921.78,1921.78,0,2025-03-26,Website/Booking Engine,checked_out,7422451572642-633306-2,1813, , ,Greenhouse
6370787825176,,633306-4,583,692.18,2025-04-13,2025-04-15,2,Greenhouse,692.18,692.18,0,2025-03-26,Website/Booking Engine,checked_out,6370787825176-633306-4,653, , ,Greenhouse
7912978175062,,633306-3,464,528.94,2025-04-13,2025-04-14,1,Greenhouse,528.94,528.94,0,2025-03-26,Website/Booking Engine,checked_out,7912978175062-633306-3,499, , ,Greenhouse
9939717895056,4461461801,633311-0,4684.95,5188.64,2025-04-06,2025-04-12,6,Spyglass ADA,5188.64,5188.64,0,2025-03-26,Booking.com (Channel Collect Booking),checked_out,9939717895056-633311-0,4894.95, , ,Spyglass ADA
9541004625589,HM99EDHDAY,633310-7,1379.68,0,2025-04-04,2025-04-06,2,Spyglass,1462.46,0,1462.46,2025-03-26,Airbnb (API),checked_out,9541004625589-633310-7,1449.68, , ,Spyglass
7027474891989,,633310-6,778,861.78,2025-04-04,2025-04-05,1,Spyglass,861.78,861.78,0,2025-03-26,Website/Booking Engine,checked_out,7027474891989-633310-6,813, , ,Spyglass
1102669829091,,633312-2,199,248.04,2025-03-31,2025-04-01,1,Spyglass Pet,248.04,248.04,0,2025-03-26,Website/Booking Engine,checked_out,1102669829091-633312-2,234, , ,Spyglass Pet
7226926346788,,633308-5,1258,1407.68,2025-03-28,2025-03-30,2,Greenhouse Pet,1407.68,1407.68,0,2025-03-26,Website/Booking Engine,checked_out,7226926346788-633308-5,1328, , ,Greenhouse Pet
8742520668143,,633312-2,309,364.64,2025-03-30,2025-03-31,1,Spyglass Pet,364.64,364.64,0,2025-03-26,Website/Booking Engine,checked_out,8742520668143-633312-2,344, , ,Spyglass Pet
4006416563593,,633310-0,1969,2198.44,2025-06-20,2025-06-23,3,Spyglass,2198.44,2198.44,0,2025-03-27,Website/Booking Engine,checked_out,4006416563593-633310-0,2074, , ,Spyglass
4187227863811,HMCWJCTAF3,633310-0,585,0,2025-06-02,2025-06-04,2,Spyglass,620.1,0,620.1,2025-03-27,Airbnb (API),checked_out,4187227863811-633310-0,655, , ,Spyglass
4200407868250,,633308-3,1386,1642.36,2025-05-16,2025-05-18,2,Greenhouse Pet,1642.36,1642.36,0,2025-03-27,Website/Booking Engine,checked_out,4200407868250-633308-3,1456, , ,Greenhouse Pet
5692541889895,HMB8XMRZSK,633306-7,808,0,2025-04-04,2025-04-06,2,Greenhouse,856.48,0,856.48,2025-03-27,Airbnb (API),checked_out,5692541889895-633306-7,878, , ,Greenhouse
6220789127270,,633306-6,674,788.64,2025-04-03,2025-04-05,2,Greenhouse,788.64,788.64,0,2025-03-27,Website/Booking Engine,checked_out,6220789127270-633306-6,744, , ,Greenhouse
6450544679566,,633306-6,674,788.64,2025-04-05,2025-04-07,2,Greenhouse,788.64,788.64,0,2025-03-27,Website/Booking Engine,checked_out,6450544679566-633306-6,744, , ,Greenhouse
2013095382632,HMQ22FY5BF,633310-0,326,0,2025-04-03,2025-04-04,1,Spyglass,345.56,0,345.56,2025-03-27,Airbnb (API),checked_out,2013095382632-633310-0,361, , ,Spyglass
9362515310096,HM2YBD3DNQ,633308-3,346,0,2025-04-02,2025-04-03,1,Greenhouse Pet,366.76,0,366.76,2025-03-27,Airbnb (API),checked_out,9362515310096-633308-3,381, , ,Greenhouse Pet
8297120902805,HM8CY94H28,633312-0,329,0,2025-03-31,2025-04-01,1,Spyglass Pet,348.74,0,348.74,2025-03-27,Airbnb (API),checked_out,8297120902805-633312-0,364, , ,Spyglass Pet
8557674108615,HM2ZT9SRTP,633308-1,209,0,2025-03-27,2025-03-28,1,Greenhouse Pet,221.54,0,221.54,2025-03-27,Airbnb (API),checked_out,8557674108615-633308-1,244, , ,Greenhouse Pet
4928924362464,,633307-0,169,216.24,2025-03-27,2025-03-28,1,Greenhouse ADA,216.24,216.24,0,2025-03-27,Website/Booking Engine,checked_out,4928924362464-633307-0,204, , ,Greenhouse ADA
2692149424599,2164013110,633306-4,187.04,0,2025-03-30,2025-03-31,1,Greenhouse,198.26,198.26,198.26,2025-03-27,Expedia (Channel Collect Booking),checked_out,2692149424599-633306-4,222.04, , ,Greenhouse
3304009168476,HMASZZTY4S,633310-7,249,0,2025-03-27,2025-03-28,1,Spyglass,263.94,0,263.94,2025-03-27,Airbnb (API),checked_out,3304009168476-633310-7,284, , ,Spyglass
6744041264069,,633312-5,2368,2695.58,2025-06-22,2025-06-27,5,Spyglass Pet,2695.58,2695.58,0,2025-03-28,Website/Booking Engine,checked_out,6744041264069-633312-5,2543, , ,Spyglass Pet
6902390681267,,633308-5,1932,2258.22,2025-04-25,2025-04-28,3,Greenhouse Pet,2258.22,2258.22,0,2025-03-28,Website/Booking Engine,checked_out,6902390681267-633308-5,2037, , ,Greenhouse Pet
7834632354332,2165001429,633306-1,239.68,0,2025-04-21,2025-04-22,1,Greenhouse,254.06,254.06,254.06,2025-03-28,Expedia (Channel Collect Booking),checked_out,7834632354332-633306-1,274.68, , ,Greenhouse
7522631951101,,633306-4,1244,1392.84,2025-04-18,2025-04-20,2,Greenhouse,1392.84,1392.84,0,2025-03-28,Website/Booking Engine,checked_out,7522631951101-633306-4,1314, , ,Greenhouse
5408154209637,,633310-1,692.75,808.52,2025-04-13,2025-04-15,2,Spyglass,808.52,808.52,0,2025-03-28,Website/Booking Engine,checked_out,5408154209637-633310-1,762.75, , ,Spyglass
5413389308204,,633306-3,795,954,2025-04-08,2025-04-11,3,Greenhouse,954,954,0,2025-03-28,Website/Booking Engine,checked_out,5413389308204-633306-3,900, , ,Greenhouse
4521584862299,HMQ3Y4X5WX,633310-2,623,0,2025-04-07,2025-04-09,2,Spyglass,660.38,0,660.38,2025-03-28,Airbnb (API),checked_out,4521584862299-633310-2,693, , ,Spyglass
2257912190456,,633308-4,942,1072.72,2025-04-04,2025-04-06,2,Greenhouse Pet,1072.72,1072.72,0,2025-03-28,Website/Booking Engine,checked_out,2257912190456-633308-4,1012, , ,Greenhouse Pet
1023684817165,,633306-8,846,970.96,2025-04-04,2025-04-06,2,Greenhouse,970.96,970.96,0,2025-03-28,Website/Booking Engine,checked_out,1023684817165-633306-8,916, , ,Greenhouse
2720812378128,,633307-0,674,788.64,2025-04-05,2025-04-07,2,Greenhouse ADA,788.64,788.64,0,2025-03-28,Website/Booking Engine,checked_out,2720812378128-633307-0,744, , ,Greenhouse ADA
4689884567984,,633306-5,368,464.28,2025-03-30,2025-04-01,2,Greenhouse,464.28,464.28,0,2025-03-28,Website/Booking Engine,checked_out,4689884567984-633306-5,438, , ,Greenhouse
3981617777495,HM9DF2C9Z3,633308-0,412,0,2025-03-30,2025-04-01,2,Greenhouse Pet,436.72,0,436.72,2025-03-28,Airbnb (API),checked_out,3981617777495-633308-0,482, , ,Greenhouse Pet
8713336128127,,633312-5,930,1060,2025-03-28,2025-03-30,2,Spyglass Pet,1060,1060,0,2025-03-28,Website/Booking Engine,checked_out,8713336128127-633312-5,1000, , ,Spyglass Pet
1684969979997,,633306-0,300,355.1,2025-03-28,2025-03-29,1,Greenhouse,355.1,355.1,0,2025-03-28,Website/Booking Engine,checked_out,1684969979997-633306-0,335, , ,Greenhouse
6956547775917,HMC48RF3MD,633312-2,622,0,2025-03-29,2025-03-30,1,Spyglass Pet,659.32,0,659.32,2025-03-28,Airbnb (API),checked_out,6956547775917-633312-2,657, , ,Spyglass Pet
1968054295429,,633310-2,300,355.1,2025-03-28,2025-03-29,1,Spyglass,355.1,355.1,0,2025-03-28,Website/Booking Engine,checked_out,1968054295429-633310-2,335, , ,Spyglass
6887163780584,2164846831,633308-3,187.04,0,2025-03-30,2025-03-31,1,Greenhouse Pet,198.26,198.26,198.26,2025-03-28,Expedia (Channel Collect Booking),checked_out,6887163780584-633308-3,222.04, , ,Greenhouse Pet
5781790641112,,633311-0,194.65,243.43,2025-03-30,2025-03-31,1,Spyglass ADA,243.43,243.43,0,2025-03-28,Website/Booking Engine,checked_out,5781790641112-633311-0,229.65, , ,Spyglass ADA
7795496599422,,633306-4,1959.25,2447.54,2025-07-11,2025-07-14,3,Greenhouse,2202.79,2406.2,0,2025-03-29,Website/Booking Engine,checked_out,7795496599422-633306-4,2064.25, , ,Greenhouse
6115829020093,,633310-7,1024,1159.64,2025-04-23,2025-04-25,2,Spyglass,1159.64,1159.64,0,2025-03-29,Website/Booking Engine,checked_out,6115829020093-633310-7,1094, , ,Spyglass
7557602275535,,633310-2,1277,1427.82,2025-04-12,2025-04-14,2,Spyglass,1427.82,1427.82,0,2025-03-29,Website/Booking Engine,checked_out,7557602275535-633310-2,1347, , ,Spyglass
7699405706931,,633306-6,346.6,441.81,2025-04-09,2025-04-11,2,Greenhouse,441.81,385.05,0,2025-03-29,Website/Booking Engine,checked_out,7699405706931-633306-6,416.6, , ,Greenhouse
3226993408514,,633308-5,942,1171.72,2025-04-04,2025-04-06,2,Greenhouse Pet,1171.72,1171.72,0,2025-03-29,Website/Booking Engine,checked_out,3226993408514-633308-5,1012, , ,Greenhouse Pet
1838124389478,,633312-0,1009,1143.74,2025-04-05,2025-04-07,2,Spyglass Pet,1143.74,1143.74,0,2025-03-29,Website/Booking Engine,checked_out,1838124389478-633312-0,1079, , ,Spyglass Pet
7378228193908,HMMEWWJBFE,633312-2,273,0,2025-04-03,2025-04-04,1,Spyglass Pet,289.38,289.38,289.38,2025-03-29,Airbnb (API),checked_out,7378228193908-633312-2,308, , ,Spyglass Pet
2861925076554,HMMBTHM4YC,633310-1,273,0,2025-04-03,2025-04-04,1,Spyglass,289.38,0,289.38,2025-03-29,Airbnb (API),checked_out,2861925076554-633310-1,308, , ,Spyglass
4239252593547,HM5BHPHEKE,633306-1,209,0,2025-04-01,2025-04-02,1,Greenhouse,221.54,0,221.54,2025-03-29,Airbnb (API),checked_out,4239252593547-633306-1,244, , ,Greenhouse
5911279353615,HMXXFD8HPN,633310-7,469,0,2025-03-30,2025-04-01,2,Spyglass,497.14,497.14,497.14,2025-03-29,Airbnb (API),checked_out,5911279353615-633310-7,539, , ,Spyglass
3791879731276,HMCSWS3YEA,633312-1,469,0,2025-03-31,2025-04-02,2,Spyglass Pet,497.14,0,497.14,2025-03-29,Airbnb (API),checked_out,3791879731276-633312-1,539, , ,Spyglass Pet
3055803728497,,633311-0,209,258.64,2025-03-31,2025-04-01,1,Spyglass ADA,258.64,258.64,0,2025-03-29,Website/Booking Engine,checked_out,3055803728497-633311-0,244, , ,Spyglass ADA
5327245093677,,633310-6,177.65,225.41,2025-03-31,2025-04-01,1,Spyglass,225.41,225.41,0,2025-03-29,Website/Booking Engine,checked_out,5327245093677-633310-6,212.65, , ,Spyglass
7283688415001,,633306-6,368,464.28,2025-03-30,2025-04-01,2,Greenhouse,464.28,464.28,0,2025-03-29,Website/Booking Engine,checked_out,7283688415001-633306-6,438, , ,Greenhouse
9429976277276,HMEFWJ3PYB,633308-5,335,0,2025-03-30,2025-03-31,1,Greenhouse Pet,355.1,0,355.1,2025-03-29,Airbnb (API),checked_out,9429976277276-633308-5,370, , ,Greenhouse Pet
5763604454309,,633306-8,199,248.04,2025-03-30,2025-03-31,1,Greenhouse,248.04,248.04,0,2025-03-29,Website/Booking Engine,checked_out,5763604454309-633306-8,234, , ,Greenhouse
5135971674373,,633306-0,896,1061.06,2025-09-09,2025-09-12,3,Greenhouse,1061.06,1061.06,0,2025-03-30,Website/Booking Engine,checked_out,5135971674373-633306-0,1001, , ,Greenhouse
8074091300640,,633306-5,510,614.8,2025-05-19,2025-05-21,2,Greenhouse,614.8,614.8,0,2025-03-30,Website/Booking Engine,checked_out,8074091300640-633306-5,580, , ,Greenhouse
9689047163106,,633306-0,1244,1392.84,2025-05-09,2025-05-11,2,Greenhouse,1392.84,1392.84,0,2025-03-30,Website/Booking Engine,checked_out,9689047163106-633306-0,1314, , ,Greenhouse
9452494633725,,633306-2,255,307.4,2025-04-23,2025-04-24,1,Greenhouse,307.4,307.4,0,2025-03-30,Website/Booking Engine,checked_out,9452494633725-633306-2,290, , ,Greenhouse
9015161485760,,633306-4,676,790.76,2025-04-16,2025-04-18,2,Greenhouse,790.76,790.76,0,2025-03-30,Website/Booking Engine,checked_out,9015161485760-633306-4,746, , ,Greenhouse
6007053936178,,633306-3,212,261.82,2025-04-15,2025-04-16,1,Greenhouse,261.82,261.82,0,2025-03-30,Website/Booking Engine,checked_out,6007053936178-633306-3,247, , ,Greenhouse
1883755378571,,633306-7,900,1028.2,2025-04-12,2025-04-14,2,Greenhouse,1028.2,1028.2,0,2025-03-30,Website/Booking Engine,checked_out,1883755378571-633306-7,970, , ,Greenhouse
3924755951091,2166127448,633306-4,398.5,0,2025-04-07,2025-04-09,2,Greenhouse,422.42,422.42,422.42,2025-03-30,Expedia (Channel Collect Booking),checked_out,3924755951091-633306-4,468.5, , ,Greenhouse
4023597983769,HMSD2WYEM8,633312-1,798,0,2025-04-06,2025-04-08,2,Spyglass Pet,845.88,0,845.88,2025-03-30,Airbnb (API),checked_out,4023597983769-633312-1,868, , ,Spyglass Pet
6133934615249,,633308-4,199,248.04,2025-03-31,2025-04-01,1,Greenhouse Pet,248.04,248.04,0,2025-03-30,Website/Booking Engine,checked_out,6133934615249-633308-4,234, , ,Greenhouse Pet
2632310933101,2166104357,633306-3,158.84,0,2025-04-01,2025-04-02,1,Greenhouse,168.37,168.37,168.37,2025-03-30,Expedia (Channel Collect Booking),checked_out,2632310933101-633306-3,193.84, , ,Greenhouse
3410491608371,,633306-8,169,216.24,2025-03-31,2025-04-01,1,Greenhouse,216.24,216.24,0,2025-03-30,Website/Booking Engine,checked_out,3410491608371-633306-8,204, , ,Greenhouse
5593684893377,,633306-2,169,216.24,2025-04-01,2025-04-02,1,Greenhouse,216.24,216.24,0,2025-03-30,Website/Booking Engine,checked_out,5593684893377-633306-2,204, , ,Greenhouse
6184483753632,2165795421,633306-7,158.84,0,2025-03-31,2025-04-01,1,Greenhouse,168.37,168.37,168.37,2025-03-30,Expedia (Channel Collect Booking),checked_out,6184483753632-633306-7,193.84, , ,Greenhouse
8763580447963,,633306-1,169,216.24,2025-04-02,2025-04-03,1,Greenhouse,216.24,216.24,0,2025-03-30,Website/Booking Engine,checked_out,8763580447963-633306-1,204, , ,Greenhouse
1538628398939,,633306-7,199,248.04,2025-03-30,2025-03-31,1,Greenhouse,248.04,248.04,0,2025-03-30,Website/Booking Engine,checked_out,1538628398939-633306-7,234, , ,Greenhouse
8468516335301,HMNP8EAC5C,633312-4,267,0,2025-03-30,2025-03-31,1,Spyglass Pet,283.02,0,283.02,2025-03-30,Airbnb (API),checked_out,8468516335301-633312-4,302, , ,Spyglass Pet
8342718185515,,633306-6,510,614.8,2025-05-19,2025-05-21,2,Greenhouse,614.8,614.8,0,2025-03-31,Website/Booking Engine,checked_out,8342718185515-633306-6,580, , ,Greenhouse
7065150891734,,633312-0,1050,1323.3,2025-05-05,2025-05-08,3,Spyglass Pet,1323.3,1323.3,0,2025-03-31,Website/Booking Engine,checked_out,7065150891734-633312-0,1155, , ,Spyglass Pet
2683982488134,,633308-3,1178,1421.88,2025-04-18,2025-04-20,2,Greenhouse Pet,1421.88,1295.32,0,2025-03-31,Website/Booking Engine,checked_out,2683982488134-633308-3,1248, , ,Greenhouse Pet
4131945956278,,633306-6,424,523.64,2025-04-15,2025-04-17,2,Greenhouse,523.64,532.17,0,2025-03-31,Website/Booking Engine,checked_out,4131945956278-633306-6,494, , ,Greenhouse
4131945956278,,633308-5,424,523.64,2025-04-15,2025-04-17,2,Greenhouse Pet,523.64,532.17,0,2025-03-31,Website/Booking Engine,checked_out,4131945956278-633308-5,494, , ,Greenhouse Pet
9529426585953,,633312-0,1859,2044.74,2025-04-26,2025-04-28,2,Spyglass Pet,2044.74,2044.74,0,2025-03-31,Website/Booking Engine,checked_out,9529426585953-633312-0,1929, , ,Spyglass Pet
5877072209481,,633306-5,1294,1442.84,2025-04-18,2025-04-20,2,Greenhouse,1442.84,1392.84,0,2025-03-31,Website/Booking Engine,checked_out,5877072209481-633306-5,1364, , ,Greenhouse
7186689244564,,633307-0,674,788.64,2025-04-03,2025-04-05,2,Greenhouse ADA,788.64,788.64,0,2025-03-31,Website/Booking Engine,checked_out,7186689244564-633307-0,744, , ,Greenhouse ADA
8635637103978,HMSFW83CBD,633307-0,209,0,2025-03-31,2025-04-01,1,Greenhouse ADA,221.54,0,221.54,2025-03-31,Airbnb (API),checked_out,8635637103978-633307-0,244, , ,Greenhouse ADA
5801394488579,,633306-2,169,216.24,2025-04-02,2025-04-03,1,Greenhouse,216.24,216.24,0,2025-03-31,Website/Booking Engine,checked_out,5801394488579-633306-2,204, , ,Greenhouse
3889170111315,,633308-0,1386,1642.36,2025-05-16,2025-05-18,2,Greenhouse Pet,1642.36,1642.36,0,2025-04-01,Website/Booking Engine,checked_out,3889170111315-633308-0,1456, , ,Greenhouse Pet
1890310329491,,633306-3,510,614.8,2025-04-21,2025-04-23,2,Greenhouse,614.8,614.8,0,2025-04-01,Website/Booking Engine,checked_out,1890310329491-633306-3,580, , ,Greenhouse
1972835557791,,633306-6,1112,1340.02,2025-04-12,2025-04-15,3,Greenhouse,1290.02,1290.02,-50,2025-04-01,Website/Booking Engine,checked_out,1972835557791-633306-6,1217, , ,Greenhouse
7816551653678,,633306-3,1058,1195.68,2025-04-11,2025-04-13,2,Greenhouse,1195.68,1195.68,0,2025-04-01,Website/Booking Engine,checked_out,7816551653678-633306-3,1128, , ,Greenhouse
5703544631722,,633306-5,424,523.64,2025-04-08,2025-04-10,2,Greenhouse,523.64,523.64,0,2025-04-01,Website/Booking Engine,checked_out,5703544631722-633306-5,494, , ,Greenhouse
2628427424178,,633312-4,355.3,450.82,2025-04-08,2025-04-10,2,Spyglass Pet,450.82,450.82,0,2025-04-01,Website/Booking Engine,checked_out,2628427424178-633312-4,425.3, , ,Spyglass Pet
2667711008225,,633311-0,1244,1392.84,2025-04-04,2025-04-06,2,Spyglass ADA,1392.84,1392.84,0,2025-04-01,Website/Booking Engine,checked_out,2667711008225-633311-0,1314, , ,Spyglass ADA
7371305669041,,633308-1,471,536.36,2025-04-05,2025-04-06,1,Greenhouse Pet,536.36,536.36,0,2025-04-01,Website/Booking Engine,checked_out,7371305669041-633308-1,506, , ,Greenhouse Pet
6931339990931,HMF2DYT9C4,633310-7,273,0,2025-04-03,2025-04-04,1,Spyglass,289.38,0,289.38,2025-04-01,Airbnb (API),checked_out,6931339990931-633310-7,308, , ,Spyglass
8825696287934,,633306-5,169,216.24,2025-04-01,2025-04-02,1,Greenhouse,216.24,216.24,0,2025-04-01,Website/Booking Engine,checked_out,8825696287934-633306-5,204, , ,Greenhouse
8921752314194,,633306-4,169,216.24,2025-04-01,2025-04-02,1,Greenhouse,216.24,216.24,0,2025-04-01,Website/Booking Engine,checked_out,8921752314194-633306-4,204, , ,Greenhouse
5143224389509,,633311-0,209,258.64,2025-04-02,2025-04-03,1,Spyglass ADA,258.64,258.64,0,2025-04-01,Website/Booking Engine,checked_out,5143224389509-633311-0,244, , ,Spyglass ADA
