Reservation Number,Third Party Confirmation Number,Room Number,Accommodation Total,Amount Paid,Check in Date,Check out Date,Nights,Room Type,Grand Total,Deposit,Balance Due,Reservation Date,Source,Status,_internal_row_id,Revenue,Name,Property,Listing Name
7503832675853,,643773-1,1010.4,1220.86,2025-10-12,2025-10-14,2,Monolith,1220.86,1220.86,0,2025-09-24,Website/Booking Engine,checked_out,7503832675853-643773-1,1080.4, , ,Monolith
4003936346679,,364779-0,1754,2100.67,2025-10-03,2025-10-06,3,Lantana Dome,2100.67,2100.67,0,2025-09-24,Website/Booking Engine,checked_out,4003936346679-364779-0,1859, , ,Lantana Dome
2160782190820,,655826-0,351,436.18,2025-10-03,2025-10-04,1,Cypress Lodge Sleeps 2,436.18,436.18,0,2025-09-24,Website/Booking Engine,checked_out,2160782190820-655826-0,386, , ,Cypress Lodge Sleeps 2
7581137464754,,362535-0,302.06,506.24,2025-09-30,2025-10-02,2,Cocoon,430.3,506.24,0,2025-09-24,Website/Booking Engine,checked_out,7581137464754-362535-0,372.06, , ,Cocoon
4501229551743,2296618946,643773-0,225.23,294.06,2025-10-02,2025-10-03,1,Monolith,294.06,333.61,0,2025-09-24,Expedia (Channel Collect Booking),checked_out,4501229551743-643773-0,260.23, , ,Monolith
1267525611225,HMERNSZH8Q,643775-4,358,0,2025-09-27,2025-09-28,1,Great Lodge King Room,404.54,0,404.54,2025-09-24,Airbnb (API) (Channel Collect Booking),checked_out,1267525611225-643775-4,358, , ,Great Lodge King Room
1830867010813,,643775-3,299,377.42,2025-09-27,2025-09-28,1,Great Lodge King Room,377.42,377.42,377.42,2025-09-24,Website/Booking Engine,checked_out,1830867010813-643775-3,334, , ,Great Lodge King Room
6309562475520,,643775-2,741,955.98,2025-09-26,2025-09-29,3,Great Lodge King Room,955.98,955.98,0,2025-09-24,Website/Booking Engine,checked_out,6309562475520-643775-2,846, , ,Great Lodge King Room
6900984980662,,643771-1,1086,1306.28,2025-09-26,2025-09-28,2,Diamond,1306.28,1306.28,0,2025-09-24,Website/Booking Engine,checked_out,6900984980662-643771-1,1156, , ,Diamond
9370372588249,2296709443,643773-1,184.94,253.67,2025-09-28,2025-09-29,1,Monolith,253.67,293.22,0,2025-09-24,Expedia (Channel Collect Booking),checked_out,9370372588249-643773-1,219.94, , ,Monolith
9769933354836,,362535-0,379,467.82,2025-09-27,2025-09-28,1,Cocoon,467.82,467.82,140,2025-09-24,Website/Booking Engine,checked_out,9769933354836-362535-0,414, , ,Cocoon
8573092347525,,364781-0,431,738.02,2025-09-26,2025-09-27,1,Monarch,738.02,738.02,0,2025-09-24,Website/Booking Engine,checked_out,8573092347525-364781-0,466, , ,Monarch
6346518323402,,364781-0,549,659.92,2025-09-27,2025-09-28,1,Monarch,659.92,659.92,0,2025-09-24,Website/Booking Engine,checked_out,6346518323402-364781-0,584, , ,Monarch
2960750024335,,655827-0,836,1023.78,2025-09-25,2025-09-27,2,Cypress Lodge Sleeps 6,1023.78,1023.78,0,2025-09-24,Website/Booking Engine,checked_out,2960750024335-655827-0,906, , ,Cypress Lodge Sleeps 6
8804521298921,2296973887,643764-0,416.96,515.86,2025-09-27,2025-09-28,1,Quonset,515.86,555.41,0,2025-09-24,Expedia (Channel Collect Booking),checked_out,8804521298921-643764-0,451.96, , ,Quonset
3261131754832,,643775-1,259,332.22,2025-09-26,2025-09-27,1,Great Lodge King Room,332.22,332.22,0,2025-09-24,Website/Booking Engine,checked_out,3261131754832-643775-1,294, , ,Great Lodge King Room
6160192748749,,643766-1,853,1042.99,2025-09-26,2025-09-28,2,Winecup,1042.99,1042.99,0,2025-09-24,Website/Booking Engine,checked_out,6160192748749-643766-1,923, , ,Winecup
3663566004610,,643775-1,299,377.42,2025-09-27,2025-09-28,1,Great Lodge King Room,377.42,377.42,0,2025-09-24,Website/Booking Engine,checked_out,3663566004610-643775-1,334, , ,Great Lodge King Room
4849440904917,,364778-0,654.4,818.58,2025-10-12,2025-10-14,2,Live Oak Lodge,818.58,818.58,0,2025-09-25,Website/Booking Engine,checked_out,4849440904917-364778-0,724.4, , ,Live Oak Lodge
8669238273391,,643773-1,1107,1369.56,2025-10-06,2025-10-09,3,Monolith,1369.56,1369.56,0,2025-09-25,Website/Booking Engine,checked_out,8669238273391-643773-1,1212, , ,Monolith
1903836414466,,643773-1,1621,1910.83,2025-10-03,2025-10-05,2,Monolith,1910.83,1910.83,0,2025-09-25,Website/Booking Engine,checked_out,1903836414466-643773-1,1691, , ,Monolith
4164232978053,,643771-2,600,928.99,2025-09-27,2025-09-28,1,Diamond,928.99,928.99,0,2025-09-25,Website/Booking Engine,checked_out,4164232978053-643771-2,635, , ,Diamond
2442571745687,,643775-5,299,377.42,2025-09-27,2025-09-28,1,Great Lodge King Room,377.42,377.42,0,2025-09-25,Website/Booking Engine,checked_out,2442571745687-643775-5,334, , ,Great Lodge King Room
6335544827896,,364776-0,319,400.02,2025-09-26,2025-09-27,1,Spyglass,400.02,400.02,0,2025-09-25,Website/Booking Engine,checked_out,6335544827896-364776-0,354, , ,Spyglass
7988754948294,2298073538,643771-0,322.87,404.39,2025-09-28,2025-09-29,1,Diamond,404.39,443.94,0,2025-09-25,Expedia (Channel Collect Booking),checked_out,7988754948294-643771-0,357.87, , ,Diamond
4998875505880,,643771-2,486,588.73,2025-09-26,2025-09-27,1,Diamond,588.73,588.73,0,2025-09-25,Website/Booking Engine,checked_out,4998875505880-643771-2,521, , ,Diamond
4416769009517,,643766-0,573,726.59,2025-09-25,2025-09-27,2,Winecup,726.59,726.59,0,2025-09-25,Website/Booking Engine,checked_out,4416769009517-643766-0,643, , ,Winecup
1086157280347,,643764-1,1273,1557.14,2025-11-01,2025-11-04,3,Quonset,1557.14,1202.32,0,2025-09-26,Website/Booking Engine,checked_out,1086157280347-643764-1,1378, , ,Quonset
1086157280347,,643760-0,1273,1557.14,2025-11-01,2025-11-04,3,Post Oak,1557.14,1202.32,0,2025-09-26,Website/Booking Engine,checked_out,1086157280347-643760-0,1378, , ,Post Oak
6070388420650,,364778-0,2159,2822.88,2025-10-17,2025-10-20,3,Live Oak Lodge,2822.88,2822.88,0,2025-09-26,Website/Booking Engine,checked_out,6070388420650-364778-0,2264, , ,Live Oak Lodge
7403878829445,,643773-1,1699,1998.97,2025-10-17,2025-10-19,2,Monolith,1998.97,1998.97,0,2025-09-26,Website/Booking Engine,checked_out,7403878829445-643773-1,1769, , ,Monolith
2759323663072,,643775-2,998,1353.74,2025-10-08,2025-10-11,3,Great Lodge King Room,1353.74,1353.74,0,2025-09-26,Website/Booking Engine,checked_out,2759323663072-643775-2,1103, , ,Great Lodge King Room
6673505512158,,643773-0,369,456.52,2025-10-08,2025-10-09,1,Monolith,456.52,456.52,0,2025-09-26,Website/Booking Engine,checked_out,6673505512158-643773-0,404, , ,Monolith
8488883476714,,634080-0,273,348.04,2025-09-26,2025-09-27,1,Bluebonnet,348.04,348.04,0,2025-09-26,Website/Booking Engine,checked_out,8488883476714-634080-0,308, , ,Bluebonnet
2930667387200,,643762-0,219,287.02,2025-09-28,2025-09-29,1,Cypress Lodge Sleeps 4,287.02,287.02,0,2025-09-26,Website/Booking Engine,checked_out,2930667387200-643762-0,254, , ,Cypress Lodge Sleeps 4
5673200435517,,643775-5,233,302.84,2025-09-26,2025-09-27,1,Great Lodge King Room,302.84,302.84,0,2025-09-26,Website/Booking Engine,checked_out,5673200435517-643775-5,268, , ,Great Lodge King Room
8685871629101,,364778-0,279,354.82,2025-09-28,2025-09-29,1,Live Oak Lodge,354.82,354.82,0,2025-09-26,Website/Booking Engine,checked_out,8685871629101-364778-0,314, , ,Live Oak Lodge
4116769833404,,643773-1,721.6,1105.95,2025-10-26,2025-10-28,2,Monolith,1105.95,1105.95,0,2025-09-27,Website/Booking Engine,checked_out,4116769833404-643773-1,791.6, , ,Monolith
7989159891232,,490007-0,237,307.36,2025-10-20,2025-10-21,1,Cedar Haus,307.36,307.36,0,2025-09-27,Website/Booking Engine,checked_out,7989159891232-490007-0,272, , ,Cedar Haus
7777177180615,HMJXB2MHMZ,655826-1,1208.38,0,2025-10-10,2025-10-13,3,Cypress Lodge Sleeps 2,1365.49,0,1365.49,2025-09-27,Airbnb (API) (Channel Collect Booking),checked_out,7777177180615-655826-1,1208.38, , ,Cypress Lodge Sleeps 2
6607770529956,,643773-0,1716,2018.18,2025-10-09,2025-10-11,2,Monolith,2018.18,2018.18,0,2025-09-27,Website/Booking Engine,checked_out,6607770529956-643773-0,1786, , ,Monolith
9236730555511,2299346305,655826-1,321.01,402.29,2025-10-03,2025-10-04,1,Cypress Lodge Sleeps 2,402.29,441.84,0,2025-09-27,Expedia (Channel Collect Booking),checked_out,9236730555511-655826-1,356.01, , ,Cypress Lodge Sleeps 2
2068344840122,,364779-0,207,273.46,2025-10-02,2025-10-03,1,Lantana Dome,273.46,273.46,0,2025-09-27,Website/Booking Engine,checked_out,2068344840122-364779-0,242, , ,Lantana Dome
3613209631155,,364773-0,788,969.54,2025-10-03,2025-10-05,2,Walnut House,969.54,969.54,0,2025-09-27,Website/Booking Engine,checked_out,3613209631155-364773-0,858, , ,Walnut House
7371848260553,,364779-0,151.2,210.4,2025-09-29,2025-09-30,1,Lantana Dome,210.4,210.4,0,2025-09-27,Website/Booking Engine,checked_out,7371848260553-364779-0,186.2, , ,Lantana Dome
9366460123032,,362535-0,214,281.37,2025-09-28,2025-09-29,1,Cocoon,281.37,281.37,42.2,2025-09-27,Website/Booking Engine,checked_out,9366460123032-362535-0,249, , ,Cocoon
7163320802071,,643772-0,2250,2621.6,2025-11-07,2025-11-09,2,Spiral,2621.6,2621.6,0,2025-09-28,Website/Booking Engine,checked_out,7163320802071-643772-0,2320, , ,Spiral
3605655311140,,655826-0,1144,1371.82,2025-10-24,2025-10-26,2,Cypress Lodge Sleeps 2,1371.82,1371.82,0,2025-09-28,Website/Booking Engine,checked_out,3605655311140-655826-0,1214, , ,Cypress Lodge Sleeps 2
9636033706983,,364779-0,255,327.7,2025-10-15,2025-10-16,1,Lantana Dome,327.7,327.7,0,2025-09-28,Website/Booking Engine,checked_out,9636033706983-364779-0,290, , ,Lantana Dome
1934770546320,,364780-0,280,355.95,2025-10-13,2025-10-14,1,Sage Safari,355.95,355.95,0,2025-09-28,Website/Booking Engine,checked_out,1934770546320-364780-0,315, , ,Sage Safari
1971544711428,,643772-0,1746,2159.43,2025-10-11,2025-10-13,2,Spiral,2159.43,2159.43,0,2025-09-28,Website/Booking Engine,checked_out,1971544711428-643772-0,1816, , ,Spiral
9961219366111,HMPAM9APP5,643762-1,1118.21,0,2025-10-08,2025-10-11,3,Cypress Lodge Sleeps 4,1263.56,0,1263.56,2025-09-28,Airbnb (API) (Channel Collect Booking),checked_out,9961219366111-643762-1,1118.21, , ,Cypress Lodge Sleeps 4
6886388406563,,490024-0,567,866.71,2025-10-03,2025-10-05,2,Juniper Haus,736.71,866.71,0,2025-09-28,Website/Booking Engine,checked_out,6886388406563-490024-0,637, , ,Juniper Haus
9362282781371,,643760-0,169,230.52,2025-09-28,2025-09-29,1,Post Oak,230.52,230.52,0,2025-09-28,Website/Booking Engine,checked_out,9362282781371-643760-0,204, , ,Post Oak
8963763958156,,364779-0,880,1220.4,2025-10-21,2025-10-24,3,Lantana Dome,1220.4,1220.4,0,2025-09-29,Website/Booking Engine,checked_out,8963763958156-364779-0,985, , ,Lantana Dome
5053282409842,,643760-0,497,640.71,2025-10-12,2025-10-14,2,Post Oak,640.71,640.71,0,2025-09-29,Website/Booking Engine,checked_out,5053282409842-643760-0,567, , ,Post Oak
6031035447463,,634080-0,230,299.45,2025-10-07,2025-10-08,1,Bluebonnet,299.45,299.45,0,2025-09-29,Website/Booking Engine,checked_out,6031035447463-634080-0,265, , ,Bluebonnet
2572508668079,2300672504,643762-0,314.34,494.89,2025-10-03,2025-10-04,1,Cypress Lodge Sleeps 4,494.89,439.44,0,2025-09-29,Expedia (Channel Collect Booking),checked_out,2572508668079-643762-0,349.34, , ,Cypress Lodge Sleeps 4
2906743042374,2300546056,643771-1,1107.73,1409.92,2025-09-30,2025-10-04,4,Diamond,1409.92,1568.12,0,2025-09-29,Expedia (Channel Collect Booking),checked_out,2906743042374-643771-1,1247.73, , ,Diamond
4969911590601,2300361116,643771-0,224.8,293.58,2025-10-01,2025-10-02,1,Diamond,293.58,293.58,0,2025-09-29,Expedia (Channel Collect Booking),checked_out,4969911590601-643771-0,259.8, , ,Diamond
5981045504474,,364773-0,209,275.72,2025-09-30,2025-10-01,1,Walnut House,275.72,275.72,0,2025-09-29,Website/Booking Engine,checked_out,5981045504474-364773-0,244, , ,Walnut House
5798163043126,,643764-1,166,227.13,2025-10-02,2025-10-03,1,Quonset,227.13,227.13,0,2025-09-29,Website/Booking Engine,checked_out,5798163043126-643764-1,201, , ,Quonset
5595069782022,HM88EZCAYA,364778-0,284,0,2025-10-02,2025-10-03,1,Live Oak Lodge,320.92,0,320.92,2025-09-29,Airbnb (API) (Channel Collect Booking),checked_out,5595069782022-364778-0,284, , ,Live Oak Lodge
1029520350180,HM53XXKQCJ,643764-0,473.4,0,2025-10-04,2025-10-05,1,Quonset,534.94,0,534.94,2025-09-29,Airbnb (API) (Channel Collect Booking),checked_out,1029520350180-643764-0,473.4, , ,Quonset
5355609656477,2300329105,643766-0,969.55,1174.7,2025-10-03,2025-10-05,2,Winecup,1174.7,1253.8,0,2025-09-29,Expedia (Channel Collect Booking),checked_out,5355609656477-643766-0,1039.55, , ,Winecup
6293804917712,6682317126,643772-0,697.36,827.57,2025-10-04,2025-10-05,1,Spiral,827.57,827.57,0,2025-09-29,Booking.com (Channel Collect Booking),checked_out,6293804917712-643772-0,732.36, , ,Spiral
1644628173717,,643764-1,169,230.52,2025-09-29,2025-09-30,1,Quonset,230.52,230.52,0,2025-09-29,Website/Booking Engine,checked_out,1644628173717-643764-1,204, , ,Quonset
5338960433495,,490007-0,169,230.52,2025-09-29,2025-09-30,1,Cedar Haus,230.52,230.52,0,2025-09-29,Website/Booking Engine,checked_out,5338960433495-490007-0,204, , ,Cedar Haus
3968748549510,,643771-0,229,298.32,2025-09-29,2025-09-30,1,Diamond,298.32,298.32,0,2025-09-29,Website/Booking Engine,checked_out,3968748549510-643771-0,264, , ,Diamond
2222952761025,,364779-0,1547,1866.76,2025-11-27,2025-11-30,3,Lantana Dome,1866.76,1866.76,0,2025-09-30,Website/Booking Engine,checked_out,2222952761025-364779-0,1652, , ,Lantana Dome
9927557955201,,643773-1,625.6,786.04,2025-11-18,2025-11-20,2,Monolith,786.04,786.04,0,2025-09-30,Website/Booking Engine,checked_out,9927557955201-643773-1,695.6, , ,Monolith
6305896045538,,643771-0,988,1499.65,2025-10-13,2025-10-16,3,Diamond,1499.65,1499.65,0,2025-09-30,Website/Booking Engine,checked_out,6305896045538-643771-0,1093, , ,Diamond
3141943297088,,643764-0,1074,1332.27,2025-10-12,2025-10-15,3,Quonset,1332.27,1332.27,0,2025-09-30,Website/Booking Engine,checked_out,3141943297088-643764-0,1179, , ,Quonset
5398380864376,,643772-0,338,632.93,2025-10-13,2025-10-14,1,Spiral,632.93,632.93,0,2025-09-30,Website/Booking Engine,checked_out,5398380864376-643772-0,373, , ,Spiral
3128054085507,,655826-0,1021,1232.83,2025-10-10,2025-10-12,2,Cypress Lodge Sleeps 2,1232.83,1232.83,0,2025-09-30,Website/Booking Engine,checked_out,3128054085507-655826-0,1091, , ,Cypress Lodge Sleeps 2
6380810629311,,643764-0,471,571.78,2025-10-03,2025-10-04,1,Quonset,571.78,571.78,0,2025-09-30,Website/Booking Engine,checked_out,6380810629311-643764-0,506, , ,Quonset
2746848237477,,364781-0,1602,1889.36,2025-10-03,2025-10-05,2,Monarch,1889.36,1889.36,0,2025-09-30,Website/Booking Engine,checked_out,2746848237477-364781-0,1672, , ,Monarch
5081549178447,HMK98R3BHT,643764-1,473.4,0,2025-10-04,2025-10-05,1,Quonset,534.94,0,534.94,2025-09-30,Airbnb (API) (Channel Collect Booking),checked_out,5081549178447-643764-1,473.4, , ,Quonset
7861947649450,,643766-1,1025,1237.35,2025-10-03,2025-10-05,2,Winecup,1237.35,1237.35,0,2025-09-30,Website/Booking Engine,checked_out,7861947649450-643766-1,1095, , ,Winecup
2383187821056,,655826-0,166,227.13,2025-10-02,2025-10-03,1,Cypress Lodge Sleeps 2,227.13,227.13,0,2025-09-30,Website/Booking Engine,checked_out,2383187821056-655826-0,201, , ,Cypress Lodge Sleeps 2
7938186649913,,634080-0,484,586.47,2025-10-04,2025-10-05,1,Bluebonnet,586.47,586.47,0,2025-09-30,Website/Booking Engine,checked_out,7938186649913-634080-0,519, , ,Bluebonnet
2898495269572,2301068532,364776-0,929.96,1090.41,2025-10-04,2025-10-05,1,Spyglass,1090.41,1129.96,0,2025-09-30,Expedia (Channel Collect Booking),checked_out,2898495269572-364776-0,964.96, , ,Spyglass
7912292463867,,643773-0,625.6,786.04,2025-11-10,2025-11-12,2,Monolith,786.04,786.04,0,2025-10-01,Website/Booking Engine,checked_out,7912292463867-643773-0,695.6, , ,Monolith
7936103803315,,364781-0,2715,3186.6,2025-11-06,2025-11-09,3,Monarch,3186.6,3186.6,0,2025-10-01,Website/Booking Engine,checked_out,7936103803315-364781-0,2820, , ,Monarch
2742304285144,HMWSXCTSEW,364779-0,739.97,0,2025-11-05,2025-11-07,2,Lantana Dome,836.17,0,836.17,2025-10-01,Airbnb (API) (Channel Collect Booking),checked_out,2742304285144-364779-0,739.97, , ,Lantana Dome
5369195248987,,364776-0,2138,2495.04,2025-10-24,2025-10-26,2,Spyglass,2495.04,2495.04,0,2025-10-01,Website/Booking Engine,checked_out,5369195248987-364776-0,2208, , ,Spyglass
5778460582011,HM4RHQ229A,643775-3,916.92,0,2025-10-10,2025-10-12,2,Great Lodge King Room,1036.12,0,1036.12,2025-10-01,Airbnb (API) (Channel Collect Booking),checked_out,5778460582011-643775-3,916.92, , ,Great Lodge King Room
4352774247532,,364773-0,2693,3122.19,2025-10-10,2025-10-12,2,Walnut House,3122.19,3122.19,0,2025-10-01,Website/Booking Engine,checked_out,4352774247532-364773-0,2763, , ,Walnut House
1088781913705,2301957683,643764-0,543.7,693.48,2025-10-05,2025-10-07,2,Quonset,693.48,772.58,0,2025-10-01,Expedia (Channel Collect Booking),checked_out,1088781913705-643764-0,613.7, , ,Quonset
5302016317144,,643764-1,471,571.78,2025-10-03,2025-10-04,1,Quonset,571.78,571.78,0,2025-10-01,Website/Booking Engine,checked_out,5302016317144-643764-1,506, , ,Quonset
4744319927433,HMWYZATR2D,643762-1,332.78,0,2025-10-03,2025-10-04,1,Cypress Lodge Sleeps 4,376.05,0,376.05,2025-10-01,Airbnb (API) (Channel Collect Booking),checked_out,4744319927433-643762-1,332.78, , ,Cypress Lodge Sleeps 4
1836003207244,,364778-0,762,1047.51,2025-12-07,2025-12-09,2,Live Oak Lodge,1047.51,1047.51,0,2025-10-02,Website/Booking Engine,checked_out,1836003207244-364778-0,832, , ,Live Oak Lodge
8109156454692,,364782-0,958,1161.64,2025-11-28,2025-11-30,2,Buckeye Bungalow,1161.64,1161.64,0,2025-10-02,Website/Booking Engine,checked_out,8109156454692-364782-0,1028, , ,Buckeye Bungalow
2221587142854,,655826-0,972,1177.46,2025-10-31,2025-11-02,2,Cypress Lodge Sleeps 2,1177.46,1177.46,0,2025-10-02,Website/Booking Engine,checked_out,2221587142854-655826-0,1042, , ,Cypress Lodge Sleeps 2
1498326853777,,643773-0,1151,1487.08,2025-11-02,2025-11-04,2,Monolith,1487.08,1487.08,0,2025-10-02,Website/Booking Engine,checked_out,1498326853777-643773-0,1221, , ,Monolith
6963329818431,,643775-4,426,667.83,2025-10-21,2025-10-23,2,Great Lodge King Room,667.83,560.48,0,2025-10-02,Website/Booking Engine,checked_out,6963329818431-643775-4,496, , ,Great Lodge King Room
6963329818431,,528745-0,426,667.83,2025-10-21,2025-10-23,2,Pecan Haus,667.83,560.48,0,2025-10-02,Website/Booking Engine,checked_out,6963329818431-528745-0,496, , ,Pecan Haus
2337730613351,2302611372,364773-0,272.06,346.97,2025-10-16,2025-10-17,1,Walnut House,346.97,386.52,0,2025-10-02,Expedia (Channel Collect Booking),checked_out,2337730613351-364773-0,307.06, , ,Walnut House
6322453294202,HMHDM3XYHZ,643766-1,615.92,0,2025-10-11,2025-10-12,1,Winecup,695.98,0,695.98,2025-10-02,Airbnb (API) (Channel Collect Booking),checked_out,6322453294202-643766-1,615.92, , ,Winecup
1494503560545,HMM4QWB8EK,643775-4,916.92,0,2025-10-10,2025-10-12,2,Great Lodge King Room,1036.12,0,1036.12,2025-10-02,Airbnb (API) (Channel Collect Booking),checked_out,1494503560545-643775-4,916.92, , ,Great Lodge King Room
6679392499117,HMX2THYYN5,643766-0,615.92,0,2025-10-11,2025-10-12,1,Winecup,695.98,0,695.98,2025-10-02,Airbnb (API) (Channel Collect Booking),checked_out,6679392499117-643766-0,615.92, , ,Winecup
1348215408797,,528745-0,916,1325.62,2025-10-10,2025-10-12,2,Pecan Haus,1325.62,1325.62,0,2025-10-02,Website/Booking Engine,checked_out,1348215408797-528745-0,986, , ,Pecan Haus
9737174318462,2303006420,643760-0,126.6,182.61,2025-10-07,2025-10-08,1,Post Oak,182.61,182.61,0,2025-10-02,Expedia (Channel Collect Booking),checked_out,9737174318462-643760-0,161.6, , ,Post Oak
2322738194935,2302735187,634080-0,203.32,269.3,2025-10-08,2025-10-09,1,Bluebonnet,269.3,269.3,0,2025-10-02,Expedia (Channel Collect Booking),checked_out,2322738194935-634080-0,238.32, , ,Bluebonnet
9287651799898,,657152-0,0,0,2025-10-03,2025-10-05,2,Great Lodge King Room (Accessible),0,971.8,0,2025-10-02,Email,checked_out,9287651799898-657152-0,70, , ,Great Lodge King Room (Accessible)
1698224950261,,643772-0,558,777.44,2025-10-03,2025-10-04,1,Spiral,777.44,777.44,0,2025-10-02,Website/Booking Engine,checked_out,1698224950261-643772-0,593, , ,Spiral
7740941937918,,643775-3,0,0,2025-10-03,2025-10-05,2,Great Lodge King Room,0,971.8,0,2025-10-02,Email,checked_out,7740941937918-643775-3,70, , ,Great Lodge King Room
9332705145285,,643775-1,0,0,2025-10-03,2025-10-05,2,Great Lodge King Room,0,971.8,0,2025-10-02,Email,checked_out,9332705145285-643775-1,70, , ,Great Lodge King Room
2068868988190,,643775-5,0,0,2025-10-03,2025-10-05,2,Great Lodge King Room,0,971.8,0,2025-10-02,Email,checked_out,2068868988190-643775-5,70, , ,Great Lodge King Room
3998390107424,,643775-4,0,0,2025-10-03,2025-10-05,2,Great Lodge King Room,0,971.8,0,2025-10-02,Email,checked_out,3998390107424-643775-4,70, , ,Great Lodge King Room
9868205972902,,643775-0,0,0,2025-10-03,2025-10-05,2,Great Lodge King Room,0,971.8,0,2025-10-02,Email,checked_out,9868205972902-643775-0,70, , ,Great Lodge King Room
7999123563394,,657152-1,0,0,2025-10-03,2025-10-05,2,Great Lodge King Room (Accessible),0,971.8,0,2025-10-02,Email,checked_out,7999123563394-657152-1,70, , ,Great Lodge King Room (Accessible)
3312260236382,,643775-2,0,0,2025-10-03,2025-10-05,2,Great Lodge King Room,0,971.8,0,2025-10-02,Email,checked_out,3312260236382-643775-2,70, , ,Great Lodge King Room
9469945700174,HMY48YWWDD,364781-0,295.58,0,2025-10-02,2025-10-03,1,Monarch,334.01,0,334.01,2025-10-02,Airbnb (API) (Channel Collect Booking),checked_out,9469945700174-364781-0,295.58, , ,Monarch
4484844931645,,655826-1,166,227.13,2025-10-02,2025-10-03,1,Cypress Lodge Sleeps 2,227.13,227.13,0,2025-10-02,Website/Booking Engine,checked_out,4484844931645-655826-1,201, , ,Cypress Lodge Sleeps 2
5379273642659,,364780-0,1853,2212.54,2025-12-26,2025-12-29,3,Sage Safari,2212.54,2212.54,0,2025-10-03,Website/Booking Engine,checked_out,5379273642659-364780-0,1958, , ,Sage Safari
6605463472719,,643773-0,1249,1597.82,2025-12-22,2025-12-24,2,Monolith,1597.82,1597.82,0,2025-10-03,Website/Booking Engine,checked_out,6605463472719-643773-0,1319, , ,Monolith
3952380910648,HM8KS8DSKJ,643757-0,5394.55,0,2025-12-12,2025-12-14,2,Great Lodge,6095.85,0,6095.85,2025-10-03,Airbnb (API) (Channel Collect Booking),checked_out,3952380910648-643757-0,5394.55, , ,Great Lodge
1196663973168,,643773-1,1278,1523.24,2025-11-30,2025-12-02,2,Monolith,1523.24,1523.24,0,2025-10-03,Website/Booking Engine,checked_out,1196663973168-643773-1,1348, , ,Monolith
3156055992917,,364781-0,1610,1898.4,2025-12-05,2025-12-07,2,Monarch,1898.4,1898.4,0,2025-10-03,Website/Booking Engine,checked_out,3156055992917-364781-0,1680, , ,Monarch
7148600963566,,490024-0,1721.55,2064.01,2026-10-15,2026-10-18,3,Juniper Haus,2064.01,2064.01,0,2025-10-03,Website/Booking Engine,confirmed,7148600963566-490024-0,1826.55, , ,Juniper Haus
5569158504480,,655827-1,1657,1951.51,2025-10-23,2025-10-25,2,Cypress Lodge Sleeps 6,1951.51,1951.51,0,2025-10-03,Website/Booking Engine,checked_out,5569158504480-655827-1,1727, , ,Cypress Lodge Sleeps 6
4740653387837,,643764-0,1001,1514.34,2025-10-19,2025-10-22,3,Quonset,1514.34,1514.34,0,2025-10-03,Website/Booking Engine,checked_out,4740653387837-643764-0,1106, , ,Quonset
1314294146212,2303637006,657152-0,1000.76,1249.51,2025-10-09,2025-10-12,3,Great Lodge King Room (Accessible),1249.51,1249.51,0,2025-10-03,Expedia (Channel Collect Booking),checked_out,1314294146212-657152-0,1105.76, , ,Great Lodge King Room (Accessible)
7479344603362,,364781-0,2713,3144.79,2025-10-10,2025-10-12,2,Monarch,3144.79,3144.79,0,2025-10-03,Website/Booking Engine,checked_out,7479344603362-364781-0,2783, , ,Monarch
5428539981354,HM2NEFPBMJ,490007-0,596.81,0,2025-10-03,2025-10-05,2,Cedar Haus,674.39,0,674.39,2025-10-03,Airbnb (API) (Channel Collect Booking),checked_out,5428539981354-490007-0,596.81, , ,Cedar Haus
8325694980090,HMDK8N3EZ4,528745-0,792.25,0,2025-10-03,2025-10-05,2,Pecan Haus,895.25,0,895.25,2025-10-03,Airbnb (API) (Channel Collect Booking),checked_out,8325694980090-528745-0,792.25, , ,Pecan Haus
2311885586349,2303572056,643764-1,220.76,289.01,2025-10-05,2025-10-06,1,Quonset,289.01,289.01,0,2025-10-03,Expedia (Channel Collect Booking),checked_out,2311885586349-643764-1,255.76, , ,Quonset
7289837197669,,364773-0,816,1001.18,2025-11-29,2025-12-01,2,Walnut House,1001.18,1001.18,0,2025-10-04,Website/Booking Engine,checked_out,7289837197669-364773-0,886, , ,Walnut House
8633949697187,5656613041,643775-0,1185.92,1419.2,2025-10-31,2025-11-02,2,Great Lodge King Room,1419.2,1419.2,0,2025-10-04,Booking.com (Channel Collect Booking),checked_out,8633949697187-643775-0,1255.92, , ,Great Lodge King Room
2525749836190,2304122792,655826-0,622.03,781.99,2025-10-19,2025-10-21,2,Cypress Lodge Sleeps 2,781.99,781.99,0,2025-10-04,Expedia (Channel Collect Booking),checked_out,2525749836190-655826-0,692.03, , ,Cypress Lodge Sleeps 2
6062587506192,,655826-1,942,1250.91,2025-10-17,2025-10-19,2,Cypress Lodge Sleeps 2,1250.91,1250.91,0,2025-10-04,Website/Booking Engine,checked_out,6062587506192-655826-1,1012, , ,Cypress Lodge Sleeps 2
4333694624822,,643775-3,362,488.16,2025-10-14,2025-10-16,2,Great Lodge King Room,488.16,488.16,0,2025-10-04,Website/Booking Engine,checked_out,4333694624822-643775-3,432, , ,Great Lodge King Room
